rgiid,period,area,dmdtda,err_dmdtda,reg,is_cor,RGIId,Area,Zmin,Zmax,Zmed,Slope,Aspect,Lmax,CenLon,CenLat,northness,eastness
RGI60-11.01559,2000-01-01_2020-01-01,12000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.01559,0.012,2835,2880,2848,36.8,129,90,8.44265,46.5297,-0.6293203910498373,0.777145961456971
RGI60-11.01560,2000-01-01_2020-01-01,20000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.01560,0.02,2769,2849,2797,30.3,5,90,8.22013,46.5278,0.9961946980917455,0.08715574274765817
RGI60-11.01561,2000-01-01_2020-01-01,20000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.01561,0.02,2075,2269,2187,38.5,52,257,7.82781,46.5238,0.6156614753256583,0.788010753606722
RGI60-11.01562,2000-01-01_2020-01-01,18000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.01562,0.018,2561,2592,2576,14.9,7,90,9.49405,46.5289,0.992546151641322,0.12186934340514748
RGI60-11.01563,2000-01-01_2020-01-01,12000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.01563,0.012,2433,2516,2494,32.6,295,135,7.80939,46.5233,0.4226182617406996,-0.9063077870366498
RGI60-11.01564,2000-01-01_2020-01-01,601000.0,-0.8068,0.2319,11,False,RGI60-11.01564,0.601,2840,3167,3016,20.0,359,855,10.46,46.515,0.9998476951563913,-0.01745240643728356
RGI60-11.01565,2000-01-01_2020-01-01,3798000.0,-0.8733,0.1557,11,False,RGI60-11.01565,3.798,2484,3376,3138,18.1,4,3058,10.4774,46.5066,0.9975640502598242,0.0697564737441253
RGI60-11.01566,2000-01-01_2020-01-01,107000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.01566,0.107,2904,3071,2986,27.3,311,269,7.81743,46.5208,0.656059028990507,-0.7547095802227722
RGI60-11.01567,2000-01-01_2020-01-01,755000.0,-0.7082,0.2268,11,False,RGI60-11.01567,0.755,2435,2990,2767,20.4,291,1895,8.46645,46.5246,0.3583679495453004,-0.9335804264972017
RGI60-11.01568,2000-01-01_2020-01-01,110000.0,-0.6539,0.301,11,False,RGI60-11.01568,0.11,3002,3132,3067,19.9,300,375,10.637,46.5156,0.5000000000000001,-0.8660254037844386
RGI60-11.01569,2000-01-01_2020-01-01,32000.0,-0.759,0.726,11,False,RGI60-11.01569,0.032,2884,2983,2962,19.7,334,190,9.12603,46.5273,0.8987940462991668,-0.4383711467890778
RGI60-11.01570,2000-01-01_2020-01-01,3220000.0,-0.7255,0.16,11,False,RGI60-11.01570,3.22,2300,3656,3064,28.2,342,2972,10.5238,46.5034,0.9510565162951535,-0.3090169943749477
RGI60-11.01571,2000-01-01_2020-01-01,23000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.01571,0.023,1722,1852,1781,38.0,23,160,7.83715,46.5214,0.9205048534524404,0.39073112848927377
RGI60-11.01572,2000-01-01_2020-01-01,18000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.01572,0.018,2762,2898,2819,39.1,129,177,8.43452,46.5253,-0.6293203910498373,0.777145961456971
RGI60-11.01573,2000-01-01_2020-01-01,45000.0,0.1843,0.6641,11,False,RGI60-11.01573,0.045,2832,3182,3008,42.4,22,409,10.5497,46.5157,0.9271838545667874,0.374606593415912
RGI60-11.01574,2000-01-01_2020-01-01,90000.0,0.074,0.3979,11,False,RGI60-11.01574,0.09,3027,3848,3553,45.4,30,468,10.5449,46.5126,0.8660254037844387,0.49999999999999994
RGI60-11.01575,2000-01-01_2020-01-01,491000.0,-0.793,0.2589,11,False,RGI60-11.01575,0.491,2771,3342,2974,24.9,13,1225,10.7856,46.5079,0.9743700647852352,0.224951054343865
RGI60-11.01576,2000-01-01_2020-01-01,2367000.0,-1.28,0.2254,11,False,RGI60-11.01576,2.367,2570,3375,2970,17.2,74,3074,8.20236,46.5151,0.27563735581699916,0.9612616959383189
RGI60-11.01577,2000-01-01_2020-01-01,84000.0,-0.0338,0.512,11,False,RGI60-11.01577,0.084,2629,3001,2846,39.5,36,340,7.82354,46.518,0.8090169943749475,0.5877852522924731
RGI60-11.01578,2000-01-01_2020-01-01,307000.0,-0.8183,0.2653,11,False,RGI60-11.01578,0.307,2557,2956,2636,22.7,67,908,10.5608,46.5127,0.3907311284892737,0.9205048534524404
RGI60-11.01579,2000-01-01_2020-01-01,22000.0,-1.0563,0.861,11,False,RGI60-11.01579,0.022,2947,3014,2985,23.0,180,152,8.47508,46.5232,-1.0,1.2246467991473532e-16
RGI60-11.01580,2000-01-01_2020-01-01,19000.0,-0.2735,0.4639,11,False,RGI60-11.01580,0.019,2990,3127,3061,33.1,1,202,10.4686,46.5145,0.9998476951563913,0.01745240643728351
RGI60-11.01581,2000-01-01_2020-01-01,16000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.01581,0.016,3249,3354,3303,38.6,275,135,10.5279,46.514,0.08715574274765789,-0.9961946980917455
RGI60-11.01582,2000-01-01_2020-01-01,1077000.0,-1.3537,0.251,11,False,RGI60-11.01582,1.077,1962,2508,2191,19.2,11,1765,7.79473,46.5101,0.981627183447664,0.1908089953765448
RGI60-11.01583,2000-01-01_2020-01-01,18000.0,-0.2117,0.6775,11,False,RGI60-11.01583,0.018,3450,3606,3540,48.4,286,135,7.96841,46.5182,0.2756373558169994,-0.9612616959383188
RGI60-11.01584,2000-01-01_2020-01-01,14000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.01584,0.014,3462,3555,3521,31.0,226,127,8.07976,46.5187,-0.6946583704589973,-0.7193398003386512
RGI60-11.01585,2000-01-01_2020-01-01,23000.0,-1.148,0.9731,11,False,RGI60-11.01585,0.023,2906,2984,2950,27.3,60,177,9.02351,46.5219,0.5000000000000001,0.8660254037844386
RGI60-11.01586,2000-01-01_2020-01-01,23000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.01586,0.023,2770,2998,2890,49.2,25,214,7.82864,46.5154,0.9063077870366499,0.42261826174069944
RGI60-11.01587,2000-01-01_2020-01-01,1072000.0,-0.7322,0.1986,11,False,RGI60-11.01587,1.072,2448,3365,2979,27.2,7,1870,10.5018,46.5025,0.992546151641322,0.12186934340514748
RGI60-11.01588,2000-01-01_2020-01-01,404000.0,-0.6784,0.2567,11,False,RGI60-11.01588,0.404,2709,3059,2920,35.2,349,554,7.85026,46.5141,0.981627183447664,-0.19080899537654467
RGI60-11.01589,2000-01-01_2020-01-01,32000.0,-0.9295,0.6524,11,False,RGI60-11.01589,0.032,3061,3129,3101,24.7,257,202,8.141,46.5174,-0.22495105434386525,-0.9743700647852351
RGI60-11.01590,2000-01-01_2020-01-01,235000.0,-0.83,0.3941,11,False,RGI60-11.01590,0.235,3256,3845,3617,48.9,331,462,7.96437,46.5146,0.8746197071393959,-0.4848096202463369
RGI60-11.01591,2000-01-01_2020-01-01,48000.0,-0.9374,0.6244,11,False,RGI60-11.01591,0.048,3105,3266,3185,29.7,136,309,8.15323,46.5178,-0.7193398003386513,0.6946583704589971
RGI60-11.01592,2000-01-01_2020-01-01,41000.0,-0.3995,0.4138,11,False,RGI60-11.01592,0.041,2713,2818,2755,25.7,131,236,8.47535,46.5194,-0.6560590289905072,0.7547095802227721
RGI60-11.01593,2000-01-01_2020-01-01,23000.0,0.6268,0.735,11,False,RGI60-11.01593,0.023,3595,3771,3696,45.1,65,195,10.5464,46.5097,0.42261826174069944,0.9063077870366499
RGI60-11.01594,2000-01-01_2020-01-01,213000.0,-0.2921,0.2308,11,False,RGI60-11.01594,0.213,2802,3279,3116,29.6,341,725,10.6289,46.5056,0.9455185755993168,-0.3255681544571567
RGI60-11.01595,2000-01-01_2020-01-01,13000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.01595,0.013,2568,2613,2588,20.4,250,125,7.81484,46.5144,-0.34202014332566855,-0.9396926207859084
RGI60-11.01596,2000-01-01_2020-01-01,108000.0,0.3926,0.5687,11,False,RGI60-11.01596,0.108,2877,3182,3079,32.4,359,442,7.83498,46.5124,0.9998476951563913,-0.01745240643728356
RGI60-11.01597,2000-01-01_2020-01-01,14000.0,0.6688,0.7776,11,False,RGI60-11.01597,0.014,2930,2992,2962,23.4,56,127,9.75861,46.5169,0.5591929034707468,0.8290375725550417
RGI60-11.01598,2000-01-01_2020-01-01,30000.0,-0.2563,0.4381,11,False,RGI60-11.01598,0.03,3097,3194,3132,30.3,351,177,10.4909,46.5094,0.9876883405951377,-0.1564344650402311
RGI60-11.01599,2000-01-01_2020-01-01,158000.0,-0.7259,0.2863,11,False,RGI60-11.01599,0.158,2541,2847,2641,27.8,262,535,7.81749,46.5115,-0.13917310096006583,-0.9902680687415703
RGI60-11.01600,2000-01-01_2020-01-01,11000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.01600,0.011,3122,3223,3186,34.1,19,125,10.7808,46.5055,0.9455185755993168,0.3255681544571567
RGI60-11.01601,2000-01-01_2020-01-01,72000.0,-0.832,0.3769,11,False,RGI60-11.01601,0.072,2940,3058,2999,19.2,287,325,10.775,46.5044,0.2923717047227367,-0.9563047559630354
RGI60-11.01602,2000-01-01_2020-01-01,95000.0,-0.8153,0.4861,11,False,RGI60-11.01602,0.095,3087,3364,3169,33.7,150,438,8.06172,46.513,-0.8660254037844387,0.49999999999999994
RGI60-11.01603,2000-01-01_2020-01-01,311000.0,-1.2218,0.341,11,False,RGI60-11.01603,0.311,2782,3033,2900,17.0,26,1012,9.70981,46.5137,0.898794046299167,0.4383711467890774
RGI60-11.01604,2000-01-01_2020-01-01,4057000.0,-0.7943,0.1689,11,False,RGI60-11.01604,4.057,2276,3680,2795,22.8,79,4395,10.5695,46.4932,0.19080899537654492,0.981627183447664
RGI60-11.01605,2000-01-01_2020-01-01,368000.0,-0.419,0.2283,11,False,RGI60-11.01605,0.368,2568,3395,3001,37.5,304,1070,7.93172,46.5097,0.559192903470747,-0.8290375725550416
RGI60-11.01606,2000-01-01_2020-01-01,46000.0,-0.4547,0.5663,11,False,RGI60-11.01606,0.046,3035,3272,3152,37.9,97,301,8.19465,46.5147,-0.12186934340514737,0.9925461516413221
RGI60-11.01607,2000-01-01_2020-01-01,13000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.01607,0.013,2924,2990,2969,25.2,307,125,9.72331,46.5155,0.6018150231520479,-0.798635510047293
RGI60-11.01608,2000-01-01_2020-01-01,239000.0,-0.7613,0.2619,11,False,RGI60-11.01608,0.239,2968,3135,3047,17.6,19,571,9.72431,46.5126,0.9455185755993168,0.3255681544571567
RGI60-11.01609,2000-01-01_2020-01-01,97000.0,-0.3559,0.2563,11,False,RGI60-11.01609,0.097,3371,3595,3465,27.4,94,266,10.5543,46.5066,-0.06975647374412533,0.9975640502598242
RGI60-11.01610,2000-01-01_2020-01-01,155000.0,-0.9397,0.3734,11,False,RGI60-11.01610,0.155,2575,2762,2663,20.2,329,680,9.35883,46.5155,0.8571673007021121,-0.5150380749100545
RGI60-11.01611,2000-01-01_2020-01-01,12000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.01611,0.012,2398,2440,2414,24.5,16,112,9.36991,46.5169,0.9612616959383189,0.27563735581699916
RGI60-11.01612,2000-01-01_2020-01-01,11000.0,-0.4712,0.7653,11,False,RGI60-11.01612,0.011,2803,2910,2865,42.5,19,135,7.77938,46.5105,0.9455185755993168,0.3255681544571567
RGI60-11.01613,2000-01-01_2020-01-01,11000.0,-0.0488,0.5005,11,False,RGI60-11.01613,0.011,3053,3178,3123,49.5,58,-9,10.4942,46.5074,0.5299192642332049,0.8480480961564261
RGI60-11.01614,2000-01-01_2020-01-01,31000.0,-0.2185,0.4019,11,False,RGI60-11.01614,0.031,2783,2897,2831,34.7,356,135,7.77466,46.5102,0.9975640502598242,-0.06975647374412564
RGI60-11.01615,2000-01-01_2020-01-01,207000.0,-1.0134,0.3964,11,False,RGI60-11.01615,0.207,2667,2830,2741,13.7,2,533,8.45685,46.512,0.9993908270190958,0.03489949670250097
RGI60-11.01616,2000-01-01_2020-01-01,57000.0,-0.5683,0.3565,11,False,RGI60-11.01616,0.057,2730,2894,2825,24.0,337,372,9.39111,46.5146,0.9205048534524403,-0.3907311284892739
RGI60-11.01617,2000-01-01_2020-01-01,132000.0,-0.3958,0.2379,11,False,RGI60-11.01617,0.132,2886,3065,2969,24.6,354,364,7.7788,46.5085,0.9945218953682733,-0.10452846326765342
RGI60-11.01618,2000-01-01_2020-01-01,84000.0,-0.8141,0.4339,11,False,RGI60-11.01618,0.084,3094,3295,3205,28.3,308,320,10.7775,46.5014,0.6156614753256585,-0.7880107536067218
RGI60-11.01619,2000-01-01_2020-01-01,402000.0,-0.8299,0.2399,11,False,RGI60-11.01619,0.402,2944,3353,3098,20.4,135,1112,8.00935,46.5086,-0.7071067811865475,0.7071067811865476
RGI60-11.01620,2000-01-01_2020-01-01,173000.0,-0.7949,0.4539,11,False,RGI60-11.01620,0.173,2819,3279,3051,30.5,64,736,9.06702,46.5145,0.43837114678907746,0.898794046299167
RGI60-11.01621,2000-01-01_2020-01-01,2721000.0,-0.6232,0.1721,11,False,RGI60-11.01621,2.721,2234,3603,2969,26.0,320,2869,7.76925,46.4997,0.7660444431189778,-0.6427876096865396
RGI60-11.01622,2000-01-01_2020-01-01,5755000.0,-1.3875,0.1968,11,False,RGI60-11.01622,5.755,2257,3406,2686,17.6,33,4120,7.83604,46.4939,0.838670567945424,0.5446390350150271
RGI60-11.01623,2000-01-01_2020-01-01,1040000.0,-1.2812,0.3098,11,False,RGI60-11.01623,1.04,2633,3415,3089,25.1,130,2027,8.19263,46.5062,-0.6427876096865394,0.766044443118978
RGI60-11.01624,2000-01-01_2020-01-01,12000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.01624,0.012,2491,2574,2531,27.1,358,152,9.37293,46.5144,0.9993908270190958,-0.034899496702500823
RGI60-11.01625,2000-01-01_2020-01-01,11000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.01625,0.011,2731,2801,2765,25.2,60,141,9.07375,46.515,0.5000000000000001,0.8660254037844386
RGI60-11.01626,2000-01-01_2020-01-01,118000.0,-0.4181,0.3136,11,False,RGI60-11.01626,0.118,3031,3279,3185,25.4,288,510,9.05957,46.5138,0.30901699437494723,-0.9510565162951536
RGI60-11.01627,2000-01-01_2020-01-01,265000.0,-0.8997,0.3592,11,False,RGI60-11.01627,0.265,2642,3191,2884,28.0,33,1062,9.0271,46.5107,0.838670567945424,0.5446390350150271
RGI60-11.01628,2000-01-01_2020-01-01,195000.0,-0.4874,0.2469,11,False,RGI60-11.01628,0.195,2580,2917,2756,26.4,37,638,9.36675,46.5122,0.7986355100472928,0.6018150231520483
RGI60-11.01629,2000-01-01_2020-01-01,533000.0,-0.2621,0.2385,11,False,RGI60-11.01629,0.533,2444,3576,2910,36.7,316,1331,7.92523,46.5055,0.7193398003386509,-0.6946583704589976
RGI60-11.01630,2000-01-01_2020-01-01,116000.0,-0.3812,0.3198,11,False,RGI60-11.01630,0.116,2645,2800,2732,24.4,19,360,9.07972,46.5121,0.9455185755993168,0.3255681544571567
RGI60-11.01631,2000-01-01_2020-01-01,1671000.0,-0.7315,0.1723,11,False,RGI60-11.01631,1.671,2626,3429,3156,20.0,292,2594,10.4606,46.5001,0.37460659341591196,-0.9271838545667874
RGI60-11.01632,2000-01-01_2020-01-01,35000.0,-0.6244,0.491,11,False,RGI60-11.01632,0.035,2565,2732,2614,32.2,166,261,7.84803,46.5074,-0.9702957262759965,0.24192189559966773
RGI60-11.01633,2000-01-01_2020-01-01,201000.0,-0.7801,0.353,11,False,RGI60-11.01633,0.201,2583,2891,2722,21.2,78,1078,9.10978,46.511,0.20791169081775945,0.9781476007338056
RGI60-11.01634,2000-01-01_2020-01-01,23000.0,-0.5171,0.9507,11,False,RGI60-11.01634,0.023,3059,3188,3139,37.2,266,190,7.82238,46.5074,-0.06975647374412558,-0.9975640502598242
RGI60-11.01635,2000-01-01_2020-01-01,846000.0,-0.8324,0.2536,11,False,RGI60-11.01635,0.846,2424,3307,2908,25.3,2,2164,9.03752,46.5045,0.9993908270190958,0.03489949670250097
RGI60-11.01636,2000-01-01_2020-01-01,13000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.01636,0.013,2605,2664,2636,21.5,356,160,9.0858,46.5134,0.9975640502598242,-0.06975647374412564
RGI60-11.01637,2000-01-01_2020-01-01,32000.0,-0.681,0.5095,11,False,RGI60-11.01637,0.032,2749,2885,2842,29.3,329,224,9.38741,46.5124,0.8571673007021121,-0.5150380749100545
RGI60-11.01638,2000-01-01_2020-01-01,50000.0,-0.4623,0.4094,11,False,RGI60-11.01638,0.05,2674,2797,2734,32.3,177,224,7.84142,46.5071,-0.9986295347545738,0.05233595624294381
RGI60-11.01639,2000-01-01_2020-01-01,64000.0,-0.9352,0.5408,11,False,RGI60-11.01639,0.064,2767,2891,2797,16.9,310,397,9.05049,46.5129,0.6427876096865393,-0.7660444431189781
RGI60-11.01640,2000-01-01_2020-01-01,140000.0,-0.1068,0.2871,11,False,RGI60-11.01640,0.14,3407,3697,3519,30.1,303,285,8.08664,46.5062,0.5446390350150266,-0.8386705679454243
RGI60-11.01641,2000-01-01_2020-01-01,165000.0,-0.5637,0.266,11,False,RGI60-11.01641,0.165,2623,2825,2715,18.1,14,687,9.09548,46.5108,0.9702957262759965,0.24192189559966773
RGI60-11.01642,2000-01-01_2020-01-01,412000.0,-1.0049,0.3011,11,False,RGI60-11.01642,0.412,2587,2935,2750,21.7,40,1011,9.36907,46.5078,0.766044443118978,0.6427876096865393
RGI60-11.01643,2000-01-01_2020-01-01,15000.0,-0.5633,0.7702,11,False,RGI60-11.01643,0.015,2743,2814,2775,11.8,41,301,8.45928,46.5099,0.754709580222772,0.6560590289905073
RGI60-11.01644,2000-01-01_2020-01-01,28000.0,0.2665,0.6555,11,False,RGI60-11.01644,0.028,3475,3670,3604,52.5,319,206,7.93762,46.5063,0.7547095802227719,-0.6560590289905074
RGI60-11.01645,2000-01-01_2020-01-01,40000.0,-0.678,0.4643,11,False,RGI60-11.01645,0.04,2777,2893,2825,19.2,337,382,9.38074,46.5099,0.9205048534524403,-0.3907311284892739
RGI60-11.01646,2000-01-01_2020-01-01,19000.0,-0.6984,0.8325,11,False,RGI60-11.01646,0.019,3121,3233,3168,40.9,149,152,7.99989,46.5072,-0.8571673007021122,0.5150380749100544
RGI60-11.01647,2000-01-01_2020-01-01,158000.0,-0.5479,0.2895,11,False,RGI60-11.01647,0.158,2742,2915,2830,21.3,348,386,9.74566,46.5077,0.9781476007338056,-0.20791169081775987
RGI60-11.01648,2000-01-01_2020-01-01,528000.0,-0.2857,0.232,11,False,RGI60-11.01648,0.528,2418,3528,2944,33.6,312,1551,7.9187,46.5019,0.6691306063588578,-0.7431448254773946
RGI60-11.01649,2000-01-01_2020-01-01,38000.0,-0.101,0.2477,11,False,RGI60-11.01649,0.038,3039,3103,3083,12.9,221,261,10.6247,46.4992,-0.7547095802227721,-0.656059028990507
RGI60-11.01650,2000-01-01_2020-01-01,292000.0,-0.7332,0.2586,11,False,RGI60-11.01650,0.292,2300,2817,2588,32.0,352,1041,7.81141,46.5018,0.9902680687415703,-0.13917310096006588
RGI60-11.01651,2000-01-01_2020-01-01,26000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.01651,0.026,2836,2989,2910,37.8,288,177,7.81901,46.5044,0.30901699437494723,-0.9510565162951536
RGI60-11.01652,2000-01-01_2020-01-01,27000.0,-0.9848,0.8896,11,False,RGI60-11.01652,0.027,3000,3125,3038,21.6,297,305,10.7745,46.4963,0.45399049973954664,-0.891006524188368
RGI60-11.01653,2000-01-01_2020-01-01,23000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.01653,0.023,3085,3188,3130,34.9,186,190,9.06351,46.5101,-0.9945218953682733,-0.1045284632676535
RGI60-11.01654,2000-01-01_2020-01-01,37000.0,-0.0176,0.303,11,False,RGI60-11.01654,0.037,3031,3183,3106,25.2,141,305,7.99801,46.5051,-0.7771459614569709,0.6293203910498374
RGI60-11.01655,2000-01-01_2020-01-01,20000.0,-0.2654,0.6385,11,False,RGI60-11.01655,0.02,2567,2695,2619,38.9,5,158,7.78707,46.5035,0.9961946980917455,0.08715574274765817
RGI60-11.01656,2000-01-01_2020-01-01,562000.0,-0.3248,0.1868,11,False,RGI60-11.01656,0.562,2729,3608,3228,35.4,351,1276,7.78521,46.4976,0.9876883405951377,-0.1564344650402311
RGI60-11.01657,2000-01-01_2020-01-01,12000.0,-0.172,0.5726,11,False,RGI60-11.01657,0.012,2603,2758,2682,43.3,24,168,7.78562,46.5031,0.9135454576426009,0.4067366430758002
RGI60-11.01658,2000-01-01_2020-01-01,37000.0,-0.333,0.4835,11,False,RGI60-11.01658,0.037,3425,3683,3604,51.7,315,230,7.93461,46.5046,0.7071067811865474,-0.7071067811865477
RGI60-11.01659,2000-01-01_2020-01-01,23000.0,0.0219,0.4428,11,False,RGI60-11.01659,0.023,2842,2937,2882,22.8,25,236,9.73934,46.507,0.9063077870366499,0.42261826174069944
RGI60-11.01660,2000-01-01_2020-01-01,25000.0,-0.2322,0.3637,11,False,RGI60-11.01660,0.025,2842,2935,2878,22.0,131,285,9.07064,46.5088,-0.6560590289905072,0.7547095802227721
RGI60-11.01661,2000-01-01_2020-01-01,98000.0,0.0264,0.4734,11,False,RGI60-11.01661,0.098,3209,3580,3424,51.3,356,226,8.07865,46.5038,0.9975640502598242,-0.06975647374412564
RGI60-11.01662,2000-01-01_2020-01-01,168000.0,-0.9831,0.3395,11,False,RGI60-11.01662,0.168,2710,2936,2782,21.7,212,510,9.36354,46.5056,-0.8480480961564261,-0.5299192642332048
RGI60-11.01663,2000-01-01_2020-01-01,1118000.0,-0.6337,0.1795,11,False,RGI60-11.01663,1.118,2887,3674,3262,21.8,222,2387,10.5374,46.493,-0.7431448254773942,-0.6691306063588582
RGI60-11.01664,2000-01-01_2020-01-01,15000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.01664,0.015,2858,2933,2894,21.2,136,195,8.00332,46.5036,-0.7193398003386513,0.6946583704589971
RGI60-11.01665,2000-01-01_2020-01-01,15000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.01665,0.015,2332,2360,2341,8.5,356,79,9.29785,46.5073,0.9975640502598242,-0.06975647374412564
RGI60-11.01666,2000-01-01_2020-01-01,1166000.0,-0.4348,0.2057,11,False,RGI60-11.01666,1.166,2090,3711,2727,31.7,308,2513,7.90282,46.4956,0.6156614753256585,-0.7880107536067218
RGI60-11.01667,2000-01-01_2020-01-01,70000.0,-1.4365,0.6673,11,False,RGI60-11.01667,0.07,3097,3322,3189,36.7,194,301,8.18217,46.5036,-0.9702957262759965,-0.2419218955996675
RGI60-11.01668,2000-01-01_2020-01-01,119000.0,-0.3916,0.243,11,False,RGI60-11.01668,0.119,3302,3437,3404,23.5,86,257,10.4778,46.4965,0.06975647374412523,0.9975640502598242
RGI60-11.01669,2000-01-01_2020-01-01,689000.0,-1.1883,0.2687,11,False,RGI60-11.01669,0.689,2919,3426,3227,20.0,118,1724,10.4947,46.4941,-0.4694715627858909,0.8829475928589269
RGI60-11.01670,2000-01-01_2020-01-01,136000.0,-0.6333,0.3808,11,False,RGI60-11.01670,0.136,2384,2574,2464,24.8,31,400,9.29025,46.5044,0.8571673007021123,0.5150380749100542
RGI60-11.01671,2000-01-01_2020-01-01,212000.0,-0.6792,0.2741,11,False,RGI60-11.01671,0.212,2838,3231,3016,25.4,349,877,10.7613,46.49,0.981627183447664,-0.19080899537654467
RGI60-11.01672,2000-01-01_2020-01-01,110000.0,-0.7085,0.3317,11,False,RGI60-11.01672,0.11,2933,3056,2996,19.8,280,405,10.6256,46.4933,0.17364817766692997,-0.9848077530122081
RGI60-11.01673,2000-01-01_2020-01-01,28000.0,-0.1957,0.5107,11,False,RGI60-11.01673,0.028,3544,3752,3650,48.9,312,177,7.93185,46.5003,0.6691306063588578,-0.7431448254773946
RGI60-11.01674,2000-01-01_2020-01-01,13000.0,-0.2744,0.626,11,False,RGI60-11.01674,0.013,3218,3393,3310,44.6,66,-9,10.5512,46.4958,0.4067366430758002,0.9135454576426009
RGI60-11.01675,2000-01-01_2020-01-01,209000.0,-1.0354,0.3827,11,False,RGI60-11.01675,0.209,2784,3014,2946,19.3,11,625,10.4278,46.4943,0.981627183447664,0.1908089953765448
RGI60-11.01676,2000-01-01_2020-01-01,264000.0,-0.7021,0.2476,11,False,RGI60-11.01676,0.264,2666,2756,2702,8.3,306,594,8.44729,46.5016,0.5877852522924729,-0.8090169943749476
RGI60-11.01677,2000-01-01_2020-01-01,273000.0,-0.9265,0.3172,11,False,RGI60-11.01677,0.273,2750,3014,2894,23.5,352,551,10.4188,46.4944,0.9902680687415703,-0.13917310096006588
RGI60-11.01678,2000-01-01_2020-01-01,3121000.0,-1.0154,0.1938,11,False,RGI60-11.01678,3.121,2137,3355,2673,22.8,26,3717,7.86595,46.4878,0.898794046299167,0.4383711467890774
RGI60-11.01679,2000-01-01_2020-01-01,51000.0,-1.3801,0.7301,11,False,RGI60-11.01679,0.051,2945,3106,3024,33.4,149,276,8.17442,46.5011,-0.8571673007021122,0.5150380749100544
RGI60-11.01680,2000-01-01_2020-01-01,97000.0,-0.7952,0.42,11,False,RGI60-11.01680,0.097,2599,2795,2704,20.7,33,535,8.38307,46.5022,0.838670567945424,0.5446390350150271
RGI60-11.01681,2000-01-01_2020-01-01,21000.0,-0.265,0.3155,11,False,RGI60-11.01681,0.021,2862,2909,2884,17.2,343,182,10.4338,46.4957,0.9563047559630353,-0.29237170472273716
RGI60-11.01682,2000-01-01_2020-01-01,233000.0,-0.5602,0.2372,11,False,RGI60-11.01682,0.233,2843,3210,3117,23.0,338,744,10.755,46.4886,0.9271838545667873,-0.37460659341591235
RGI60-11.01683,2000-01-01_2020-01-01,34000.0,-0.2922,0.3379,11,False,RGI60-11.01683,0.034,3109,3220,3178,22.7,340,255,10.7673,46.4903,0.9396926207859084,-0.3420201433256686
RGI60-11.01684,2000-01-01_2020-01-01,34000.0,0.1637,0.4298,11,False,RGI60-11.01684,0.034,3592,3735,3682,31.5,236,246,8.07718,46.5003,-0.5591929034707466,-0.8290375725550418
RGI60-11.01685,2000-01-01_2020-01-01,39000.0,-0.9574,0.6802,11,False,RGI60-11.01685,0.039,2642,2748,2694,14.1,53,330,8.451,46.503,0.6018150231520484,0.7986355100472928
RGI60-11.01686,2000-01-01_2020-01-01,20000.0,-0.4458,0.411,11,False,RGI60-11.01686,0.02,2670,2704,2681,14.2,351,125,10.4038,46.4961,0.9876883405951377,-0.1564344650402311
RGI60-11.01687,2000-01-01_2020-01-01,110000.0,-0.3526,0.308,11,False,RGI60-11.01687,0.11,3222,3569,3438,40.0,355,475,7.793,46.4972,0.9961946980917455,-0.08715574274765832
RGI60-11.01688,2000-01-01_2020-01-01,880000.0,-0.8605,0.2309,11,False,RGI60-11.01688,0.88,2132,3127,2431,27.2,338,1713,7.88926,46.4925,0.9271838545667873,-0.37460659341591235
RGI60-11.01689,2000-01-01_2020-01-01,18000.0,-0.3886,0.5023,11,False,RGI60-11.01689,0.018,2911,2991,2959,25.9,287,168,9.02259,46.5045,0.2923717047227367,-0.9563047559630354
RGI60-11.01690,2000-01-01_2020-01-01,550000.0,-0.7589,0.2059,11,False,RGI60-11.01690,0.55,3068,3645,3348,27.6,188,1221,8.08142,46.4956,-0.9902680687415703,-0.13917310096006552
