rgiid,period,area,dmdtda,err_dmdtda,reg,is_cor,RGIId,Area,Zmin,Zmax,Zmed,Slope,Aspect,Lmax,CenLon,CenLat,northness,eastness
RGI60-11.00720,2000-01-01_2020-01-01,1112000.0,-0.7414,0.1795,11,False,RGI60-11.00720,1.112,2930,3653,3294,22.8,122,1783,10.8784,46.8837,-0.5299192642332048,0.8480480961564261
RGI60-11.00721,2000-01-01_2020-01-01,94000.0,-1.146,0.4583,11,False,RGI60-11.00721,0.094,2569,2759,2674,24.3,31,437,10.0262,46.8986,0.8571673007021123,0.5150380749100542
RGI60-11.00722,2000-01-01_2020-01-01,89000.0,-0.6363,0.4213,11,False,RGI60-11.00722,0.089,2780,2912,2831,26.0,55,372,11.0884,46.8829,0.573576436351046,0.8191520442889918
RGI60-11.00723,2000-01-01_2020-01-01,93000.0,-0.8969,0.4567,11,False,RGI60-11.00723,0.093,2762,2988,2836,30.6,74,326,10.2326,46.896,0.27563735581699916,0.9612616959383189
RGI60-11.00724,2000-01-01_2020-01-01,14000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00724,0.014,3090,3174,3116,25.5,143,180,10.9065,46.8872,-0.7986355100472929,0.6018150231520482
RGI60-11.00725,2000-01-01_2020-01-01,84000.0,-0.4414,0.2637,11,False,RGI60-11.00725,0.084,3075,3201,3118,22.4,163,407,10.7742,46.8884,-0.9563047559630355,0.2923717047227366
RGI60-11.00726,2000-01-01_2020-01-01,257000.0,-0.4113,0.206,11,False,RGI60-11.00726,0.257,3023,3238,3171,20.4,19,440,10.9908,46.8838,0.9455185755993168,0.3255681544571567
RGI60-11.00727,2000-01-01_2020-01-01,288000.0,-0.916,0.3005,11,False,RGI60-11.00727,0.288,2755,3091,2873,20.4,224,925,10.2189,46.8932,-0.7193398003386511,-0.6946583704589973
RGI60-11.00728,2000-01-01_2020-01-01,32000.0,-0.6917,0.7213,11,False,RGI60-11.00728,0.032,2685,2782,2709,21.5,341,214,10.1452,46.8956,0.9455185755993168,-0.3255681544571567
RGI60-11.00729,2000-01-01_2020-01-01,32000.0,-0.301,0.3359,11,False,RGI60-11.00729,0.032,3246,3318,3283,22.0,179,180,10.8875,46.8842,-0.9998476951563913,0.01745240643728344
RGI60-11.00730,2000-01-01_2020-01-01,373000.0,-1.0139,0.3416,11,False,RGI60-11.00730,0.373,2486,2934,2663,26.9,29,815,10.0358,46.8915,0.8746197071393957,0.48480962024633706
RGI60-11.00731,2000-01-01_2020-01-01,428000.0,-0.9233,0.3005,11,False,RGI60-11.00731,0.428,3068,3546,3260,24.8,121,1294,10.8554,46.8798,-0.5150380749100543,0.8571673007021123
RGI60-11.00732,2000-01-01_2020-01-01,465000.0,-0.9041,0.2264,11,False,RGI60-11.00732,0.465,2898,3113,2993,17.8,270,865,10.7844,46.8815,-1.8369701987210297e-16,-1.0
RGI60-11.00733,2000-01-01_2020-01-01,60000.0,-1.0436,0.6705,11,False,RGI60-11.00733,0.06,2745,2911,2814,26.3,74,340,10.2349,46.8916,0.27563735581699916,0.9612616959383189
RGI60-11.00734,2000-01-01_2020-01-01,328000.0,-1.1142,0.3155,11,False,RGI60-11.00734,0.328,2619,2877,2751,18.9,318,808,10.0247,46.8912,0.7431448254773942,-0.6691306063588581
RGI60-11.00735,2000-01-01_2020-01-01,161000.0,-1.0429,0.38,11,False,RGI60-11.00735,0.161,2669,2844,2774,18.7,346,506,10.0508,46.8915,0.9702957262759965,-0.24192189559966787
RGI60-11.00736,2000-01-01_2020-01-01,181000.0,-1.4119,0.4223,11,False,RGI60-11.00736,0.181,2642,2884,2771,22.1,58,695,10.1484,46.8896,0.5299192642332049,0.8480480961564261
RGI60-11.00737,2000-01-01_2020-01-01,23000.0,-0.4389,0.5177,11,False,RGI60-11.00737,0.023,3295,3394,3341,38.2,204,190,10.8608,46.8817,-0.9135454576426009,-0.4067366430758002
RGI60-11.00738,2000-01-01_2020-01-01,11000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00738,0.011,2777,2825,2804,21.1,39,141,10.2362,46.8898,0.7771459614569709,0.6293203910498374
RGI60-11.00739,2000-01-01_2020-01-01,407000.0,-0.4674,0.2144,11,False,RGI60-11.00739,0.407,2659,3338,3120,27.0,354,1548,10.9748,46.8717,0.9945218953682733,-0.10452846326765342
RGI60-11.00740,2000-01-01_2020-01-01,17000.0,-0.0483,0.6715,11,False,RGI60-11.00740,0.017,3061,3227,3134,42.8,268,158,10.2244,46.8896,-0.03489949670250076,-0.9993908270190958
RGI60-11.00741,2000-01-01_2020-01-01,20000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00741,0.02,2895,2954,2932,22.5,80,160,10.2336,46.8873,0.17364817766693041,0.984807753012208
RGI60-11.00742,2000-01-01_2020-01-01,49000.0,-0.9951,0.794,11,False,RGI60-11.00742,0.049,2600,2756,2675,38.6,41,226,10.1552,46.8868,0.754709580222772,0.6560590289905073
RGI60-11.00743,2000-01-01_2020-01-01,55000.0,-1.2156,0.7178,11,False,RGI60-11.00743,0.055,2748,2932,2834,31.2,74,276,10.0422,46.886,0.27563735581699916,0.9612616959383189
RGI60-11.00744,2000-01-01_2020-01-01,279000.0,-0.5462,0.2282,11,False,RGI60-11.00744,0.279,2810,2993,2887,16.4,283,610,10.2297,46.8816,0.22495105434386492,-0.9743700647852352
RGI60-11.00745,2000-01-01_2020-01-01,363000.0,-0.744,0.2236,11,False,RGI60-11.00745,0.363,2929,3259,3069,18.7,318,897,10.9671,46.8705,0.7431448254773942,-0.6691306063588581
RGI60-11.00746,2000-01-01_2020-01-01,16624000.0,-0.7081,0.1227,11,False,RGI60-11.00746,16.624,2140,3488,3093,11.3,7,8242,10.757,46.8489,0.992546151641322,0.12186934340514748
RGI60-11.00747,2000-01-01_2020-01-01,11000.0,-0.7383,0.921,11,False,RGI60-11.00747,0.011,3133,3184,3160,31.4,115,75,10.983,46.8722,-0.42261826174069933,0.90630778703665
RGI60-11.00748,2000-01-01_2020-01-01,50000.0,-0.6287,0.4547,11,False,RGI60-11.00748,0.05,2755,2851,2795,24.3,303,206,10.1481,46.8827,0.5446390350150266,-0.8386705679454243
RGI60-11.00749,2000-01-01_2020-01-01,168000.0,-1.2438,0.3947,11,False,RGI60-11.00749,0.168,2952,3190,3047,22.9,90,549,10.986,46.8701,6.123233995736766e-17,1.0
RGI60-11.00750,2000-01-01_2020-01-01,163000.0,-1.0077,0.3663,11,False,RGI60-11.00750,0.163,2656,2816,2754,21.4,26,406,10.0492,46.8797,0.898794046299167,0.4383711467890774
RGI60-11.00751,2000-01-01_2020-01-01,175000.0,-0.8449,0.3018,11,False,RGI60-11.00751,0.175,2632,2866,2740,23.3,322,515,10.1415,46.8795,0.788010753606722,-0.6156614753256582
RGI60-11.00752,2000-01-01_2020-01-01,1439000.0,-1.089,0.2109,11,False,RGI60-11.00752,1.439,2619,2976,2717,10.5,93,1854,9.16752,46.8792,-0.05233595624294384,0.9986295347545738
RGI60-11.00753,2000-01-01_2020-01-01,113000.0,-0.9834,0.373,11,False,RGI60-11.00753,0.113,3199,3358,3282,21.1,126,489,10.8488,46.8693,-0.587785252292473,0.8090169943749475
RGI60-11.00754,2000-01-01_2020-01-01,244000.0,-0.8888,0.3107,11,False,RGI60-11.00754,0.244,2627,2923,2741,18.6,322,923,10.1347,46.8767,0.788010753606722,-0.6156614753256582
RGI60-11.00755,2000-01-01_2020-01-01,543000.0,-1.1642,0.253,11,False,RGI60-11.00755,0.543,2621,3010,2816,20.4,53,1204,10.1478,46.8755,0.6018150231520484,0.7986355100472928
RGI60-11.00756,2000-01-01_2020-01-01,49000.0,-0.4101,0.4065,11,False,RGI60-11.00756,0.049,2858,2960,2898,29.1,27,206,10.6741,46.8724,0.8910065241883679,0.45399049973954675
RGI60-11.00757,2000-01-01_2020-01-01,14000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00757,0.014,3160,3219,3181,24.0,266,127,10.9697,46.8671,-0.06975647374412558,-0.9975640502598242
RGI60-11.00758,2000-01-01_2020-01-01,75000.0,-0.9416,0.5417,11,False,RGI60-11.00758,0.075,2673,2806,2744,22.3,350,347,10.0816,46.8781,0.984807753012208,-0.1736481776669304
RGI60-11.00759,2000-01-01_2020-01-01,30000.0,-0.6717,0.6182,11,False,RGI60-11.00759,0.03,2841,2944,2862,17.7,332,236,10.2258,46.8764,0.882947592858927,-0.4694715627858908
RGI60-11.00760,2000-01-01_2020-01-01,40000.0,-0.9192,0.7195,11,False,RGI60-11.00760,0.04,2964,3113,3024,27.8,100,285,10.2345,46.8756,-0.1736481776669303,0.984807753012208
RGI60-11.00761,2000-01-01_2020-01-01,93000.0,-0.8085,0.5539,11,False,RGI60-11.00761,0.093,2228,2459,2291,23.8,52,540,9.07234,46.8816,0.6156614753256583,0.788010753606722
RGI60-11.00762,2000-01-01_2020-01-01,121000.0,-0.7697,0.3089,11,False,RGI60-11.00762,0.121,2992,3222,3088,21.2,259,562,10.967,46.8646,-0.1908089953765446,-0.981627183447664
RGI60-11.00763,2000-01-01_2020-01-01,14000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00763,0.014,2671,2732,2681,28.0,356,79,10.1546,46.876,0.9975640502598242,-0.06975647374412564
RGI60-11.00764,2000-01-01_2020-01-01,413000.0,-0.8902,0.2643,11,False,RGI60-11.00764,0.413,2646,2984,2816,23.1,31,776,10.0873,46.8726,0.8571673007021123,0.5150380749100542
RGI60-11.00765,2000-01-01_2020-01-01,36000.0,-0.7064,0.5068,11,False,RGI60-11.00765,0.036,2810,2896,2859,17.0,62,292,10.2404,46.8742,0.46947156278589086,0.8829475928589269
RGI60-11.00766,2000-01-01_2020-01-01,564000.0,-0.5894,0.1904,11,False,RGI60-11.00766,0.564,3022,3266,3152,21.5,83,707,10.9779,46.8585,0.12186934340514749,0.992546151641322
RGI60-11.00767,2000-01-01_2020-01-01,308000.0,-1.0242,0.334,11,False,RGI60-11.00767,0.308,2653,2954,2740,25.4,35,544,10.1976,46.8705,0.8191520442889918,0.573576436351046
RGI60-11.00768,2000-01-01_2020-01-01,40000.0,-0.2719,0.3152,11,False,RGI60-11.00768,0.04,2809,2911,2849,19.5,43,266,10.6954,46.8662,0.7313537016191705,0.6819983600624985
RGI60-11.00769,2000-01-01_2020-01-01,95000.0,-0.7132,0.3277,11,False,RGI60-11.00769,0.095,2904,3020,2958,18.8,8,380,10.1891,46.8717,0.9902680687415704,0.13917310096006544
RGI60-11.00770,2000-01-01_2020-01-01,2485000.0,-0.9833,0.1862,11,False,RGI60-11.00770,2.485,2631,3475,2931,19.5,358,2558,10.7127,46.8548,0.9993908270190958,-0.034899496702500823
RGI60-11.00771,2000-01-01_2020-01-01,27000.0,-1.3192,1.172,11,False,RGI60-11.00771,0.027,2207,2337,2270,35.5,44,175,9.07763,46.8786,0.7193398003386512,0.6946583704589973
RGI60-11.00772,2000-01-01_2020-01-01,21000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00772,0.021,2179,2347,2238,33.4,11,237,9.08109,46.8776,0.981627183447664,0.1908089953765448
RGI60-11.00773,2000-01-01_2020-01-01,336000.0,-1.017,0.2911,11,False,RGI60-11.00773,0.336,2686,3004,2819,20.8,323,1014,10.1335,46.8704,0.7986355100472928,-0.6018150231520483
RGI60-11.00774,2000-01-01_2020-01-01,470000.0,-0.8257,0.2353,11,False,RGI60-11.00774,0.47,2617,3098,2865,20.5,300,1247,10.0774,46.8683,0.5000000000000001,-0.8660254037844386
RGI60-11.00775,2000-01-01_2020-01-01,128000.0,-0.2436,0.2482,11,False,RGI60-11.00775,0.128,2789,2900,2862,17.7,304,437,9.14807,46.874,0.559192903470747,-0.8290375725550416
RGI60-11.00776,2000-01-01_2020-01-01,240000.0,-1.1276,0.3507,11,False,RGI60-11.00776,0.24,2726,3018,2825,21.8,114,779,10.145,46.8682,-0.40673664307580026,0.9135454576426009
RGI60-11.00777,2000-01-01_2020-01-01,581000.0,-0.9994,0.2769,11,False,RGI60-11.00777,0.581,2572,2959,2768,24.4,97,839,9.07298,46.8709,-0.12186934340514737,0.9925461516413221
RGI60-11.00778,2000-01-01_2020-01-01,421000.0,-0.8061,0.2516,11,False,RGI60-11.00778,0.421,2562,3052,2869,24.6,337,1224,10.1845,46.8651,0.9205048534524403,-0.3907311284892739
RGI60-11.00779,2000-01-01_2020-01-01,1375000.0,-0.8536,0.1861,11,False,RGI60-11.00779,1.375,2829,3441,3154,19.5,104,2033,10.8009,46.8542,-0.24192189559966779,0.9702957262759965
RGI60-11.00780,2000-01-01_2020-01-01,18000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00780,0.018,2907,2937,2922,17.1,310,112,9.15276,46.874,0.6427876096865393,-0.7660444431189781
RGI60-11.00781,2000-01-01_2020-01-01,3821000.0,-1.0659,0.1792,11,False,RGI60-11.00781,3.821,2426,3107,2813,18.0,15,2517,10.1603,46.8577,0.9659258262890683,0.25881904510252074
RGI60-11.00782,2000-01-01_2020-01-01,1078000.0,-0.7485,0.1885,11,False,RGI60-11.00782,1.078,2795,3411,3081,21.3,330,1711,10.964,46.853,0.8660254037844384,-0.5000000000000004
RGI60-11.00783,2000-01-01_2020-01-01,22000.0,-0.4627,0.4528,11,False,RGI60-11.00783,0.022,2947,3008,2977,24.7,93,146,10.6981,46.8602,-0.05233595624294384,0.9986295347545738
RGI60-11.00784,2000-01-01_2020-01-01,498000.0,-1.2544,0.2871,11,False,RGI60-11.00784,0.498,2628,3089,2793,23.2,55,1134,10.0936,46.8637,0.573576436351046,0.8191520442889918
RGI60-11.00785,2000-01-01_2020-01-01,226000.0,-0.9304,0.3134,11,False,RGI60-11.00785,0.226,2796,3059,2912,21.1,28,713,10.2555,46.8624,0.882947592858927,0.4694715627858908
RGI60-11.00786,2000-01-01_2020-01-01,153000.0,-1.1677,0.4059,11,False,RGI60-11.00786,0.153,2937,3159,3023,20.9,221,551,10.198,46.8647,-0.7547095802227721,-0.656059028990507
RGI60-11.00787,2000-01-01_2020-01-01,3965000.0,-0.5148,0.1363,11,False,RGI60-11.00787,3.965,2773,3460,3185,11.6,123,4202,10.7907,46.8424,-0.5446390350150271,0.838670567945424
RGI60-11.00788,2000-01-01_2020-01-01,35000.0,-1.0355,0.9947,11,False,RGI60-11.00788,0.035,2611,2752,2666,33.4,1,160,10.1757,46.8643,0.9998476951563913,0.01745240643728351
RGI60-11.00789,2000-01-01_2020-01-01,313000.0,-0.8786,0.3318,11,False,RGI60-11.00789,0.313,2521,2882,2696,28.1,116,750,9.0586,46.8668,-0.4383711467890775,0.8987940462991669
RGI60-11.00790,2000-01-01_2020-01-01,104000.0,-1.1159,0.4813,11,False,RGI60-11.00790,0.104,2939,3178,3090,24.6,67,562,10.2064,46.864,0.3907311284892737,0.9205048534524404
RGI60-11.00791,2000-01-01_2020-01-01,395000.0,-0.8964,0.26,11,False,RGI60-11.00791,0.395,2667,3131,2934,19.4,282,1471,10.0773,46.8634,0.20791169081775943,-0.9781476007338056
RGI60-11.00792,2000-01-01_2020-01-01,50000.0,-1.211,0.7822,11,False,RGI60-11.00792,0.05,2816,2943,2867,19.6,292,460,10.1375,46.8645,0.37460659341591196,-0.9271838545667874
RGI60-11.00793,2000-01-01_2020-01-01,655000.0,-0.9777,0.2218,11,False,RGI60-11.00793,0.655,2764,3045,2950,14.7,121,1232,10.1904,46.8584,-0.5150380749100543,0.8571673007021123
RGI60-11.00794,2000-01-01_2020-01-01,34000.0,-0.4938,0.5227,11,False,RGI60-11.00794,0.034,2693,2826,2752,29.1,140,224,9.14891,46.8692,-0.7660444431189779,0.6427876096865395
RGI60-11.00795,2000-01-01_2020-01-01,54000.0,-0.4003,0.4071,11,False,RGI60-11.00795,0.054,2548,2699,2621,24.5,352,472,10.0631,46.8635,0.9902680687415703,-0.13917310096006588
RGI60-11.00796,2000-01-01_2020-01-01,274000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00796,0.274,2499,2734,2619,21.9,32,606,8.53898,46.865,0.848048096156426,0.5299192642332049
RGI60-11.00797,2000-01-01_2020-01-01,2354000.0,-0.9997,0.172,11,False,RGI60-11.00797,2.354,2403,3109,2910,17.7,13,2548,10.1054,46.8515,0.9743700647852352,0.224951054343865
RGI60-11.00798,2000-01-01_2020-01-01,11000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00798,0.011,2674,2729,2702,21.6,130,141,9.14833,46.8672,-0.6427876096865394,0.766044443118978
RGI60-11.00799,2000-01-01_2020-01-01,25000.0,-0.8048,0.6881,11,False,RGI60-11.00799,0.025,2854,2969,2913,25.7,84,206,10.1429,46.8611,0.10452846326765346,0.9945218953682733
RGI60-11.00800,2000-01-01_2020-01-01,351000.0,-0.6892,0.2459,11,False,RGI60-11.00800,0.351,2644,2940,2817,22.4,346,617,8.91744,46.8635,0.9702957262759965,-0.24192189559966787
RGI60-11.00801,2000-01-01_2020-01-01,25000.0,-0.1951,0.4344,11,False,RGI60-11.00801,0.025,2952,3072,2987,26.1,104,246,10.9792,46.8496,-0.24192189559966779,0.9702957262759965
RGI60-11.00802,2000-01-01_2020-01-01,54000.0,-0.3889,0.4003,11,False,RGI60-11.00802,0.054,3274,3482,3423,31.9,358,316,10.9575,46.8484,0.9993908270190958,-0.034899496702500823
RGI60-11.00803,2000-01-01_2020-01-01,541000.0,-1.3082,0.4186,11,False,RGI60-11.00803,0.541,2525,2986,2635,20.9,131,1512,9.05097,46.8591,-0.6560590289905072,0.7547095802227721
RGI60-11.00804,2000-01-01_2020-01-01,2880000.0,-0.9693,0.1555,11,False,RGI60-11.00804,2.88,2478,3107,2781,12.9,292,3151,10.0766,46.8524,0.37460659341591196,-0.9271838545667874
RGI60-11.00805,2000-01-01_2020-01-01,101000.0,-0.8835,0.4713,11,False,RGI60-11.00805,0.101,2665,3037,2787,27.4,342,672,11.069,46.8438,0.9510565162951535,-0.3090169943749477
RGI60-11.00806,2000-01-01_2020-01-01,294000.0,-0.857,0.2871,11,False,RGI60-11.00806,0.294,3126,3358,3254,17.1,133,838,10.9669,46.8431,-0.6819983600624984,0.7313537016191706
RGI60-11.00807,2000-01-01_2020-01-01,1677000.0,-0.983,0.2012,11,False,RGI60-11.00807,1.677,2526,3062,2801,16.2,323,1899,10.1309,46.8529,0.7986355100472928,-0.6018150231520483
RGI60-11.00808,2000-01-01_2020-01-01,27000.0,-0.3629,0.4661,11,False,RGI60-11.00808,0.027,3139,3291,3219,34.1,143,270,10.9726,46.8468,-0.7986355100472929,0.6018150231520482
RGI60-11.00809,2000-01-01_2020-01-01,385000.0,-0.9073,0.2583,11,False,RGI60-11.00809,0.385,2762,3021,2853,17.8,187,960,10.1793,46.8518,-0.9925461516413221,-0.12186934340514731
RGI60-11.00810,2000-01-01_2020-01-01,24000.0,0.2545,0.6355,11,False,RGI60-11.00810,0.024,2446,2560,2497,30.9,40,177,8.47074,46.8606,0.766044443118978,0.6427876096865393
RGI60-11.00811,2000-01-01_2020-01-01,319000.0,-0.4418,0.1944,11,False,RGI60-11.00811,0.319,2812,3165,2991,25.9,37,700,11.0753,46.8399,0.7986355100472928,0.6018150231520483
RGI60-11.00812,2000-01-01_2020-01-01,44000.0,-0.5718,0.4942,11,False,RGI60-11.00812,0.044,2810,3031,2939,33.1,6,285,11.0653,46.8417,0.9945218953682733,0.10452846326765347
RGI60-11.00813,2000-01-01_2020-01-01,141000.0,-0.6218,0.3692,11,False,RGI60-11.00813,0.141,2587,2788,2705,18.0,63,611,8.54017,46.8592,0.4539904997395468,0.8910065241883678
RGI60-11.00814,2000-01-01_2020-01-01,63000.0,-0.649,0.3907,11,False,RGI60-11.00814,0.063,3123,3297,3232,24.5,122,387,10.7998,46.8465,-0.5299192642332048,0.8480480961564261
RGI60-11.00815,2000-01-01_2020-01-01,19000.0,-0.1442,0.2738,11,False,RGI60-11.00815,0.019,2888,2920,2904,9.5,176,180,10.6979,46.8477,-0.9975640502598242,0.06975647374412552
RGI60-11.00816,2000-01-01_2020-01-01,26000.0,-1.4988,1.1799,11,False,RGI60-11.00816,0.026,2534,2668,2591,37.6,50,146,8.47102,46.8583,0.6427876096865394,0.766044443118978
RGI60-11.00817,2000-01-01_2020-01-01,661000.0,-1.2188,0.2625,11,False,RGI60-11.00817,0.661,2544,2896,2683,14.3,122,1136,8.90822,46.8541,-0.5299192642332048,0.8480480961564261
RGI60-11.00818,2000-01-01_2020-01-01,19000.0,-0.5817,0.5734,11,False,RGI60-11.00818,0.019,2930,2982,2957,17.0,113,168,10.1912,46.8533,-0.3907311284892738,0.9205048534524403
RGI60-11.00819,2000-01-01_2020-01-01,453000.0,-1.0748,0.367,11,False,RGI60-11.00819,0.453,2540,2815,2635,13.2,132,1447,8.9174,46.8547,-0.6691306063588582,0.7431448254773942
RGI60-11.00820,2000-01-01_2020-01-01,255000.0,-0.6559,0.2402,11,False,RGI60-11.00820,0.255,2966,3259,3148,21.0,231,929,10.7082,46.844,-0.6293203910498378,-0.7771459614569706
RGI60-11.00821,2000-01-01_2020-01-01,158000.0,-0.4641,0.3474,11,False,RGI60-11.00821,0.158,2435,2708,2592,28.1,25,507,8.54923,46.8561,0.9063077870366499,0.42261826174069944
RGI60-11.00822,2000-01-01_2020-01-01,531000.0,-0.7494,0.2146,11,False,RGI60-11.00822,0.531,2922,3209,3027,19.5,40,732,10.8092,46.8417,0.766044443118978,0.6427876096865393
RGI60-11.00823,2000-01-01_2020-01-01,29000.0,-0.7941,0.8223,11,False,RGI60-11.00823,0.029,2334,2446,2387,32.9,41,158,8.50237,46.8566,0.754709580222772,0.6560590289905073
RGI60-11.00824,2000-01-01_2020-01-01,197000.0,-0.8001,0.3461,11,False,RGI60-11.00824,0.197,2513,2850,2739,24.7,332,410,8.89735,46.8555,0.882947592858927,-0.4694715627858908
RGI60-11.00825,2000-01-01_2020-01-01,19000.0,-0.4734,0.5755,11,False,RGI60-11.00825,0.019,2603,2730,2647,29.5,123,255,8.92032,46.8582,-0.5446390350150271,0.838670567945424
RGI60-11.00826,2000-01-01_2020-01-01,1047000.0,-1.4045,0.3093,11,False,RGI60-11.00826,1.047,2104,2675,2225,18.2,26,1819,8.86456,46.8519,0.898794046299167,0.4383711467890774
RGI60-11.00827,2000-01-01_2020-01-01,70000.0,-1.1182,0.5832,11,False,RGI60-11.00827,0.07,2395,2527,2469,23.4,1,309,8.49132,46.8546,0.9998476951563913,0.01745240643728351
RGI60-11.00828,2000-01-01_2020-01-01,745000.0,-0.9556,0.2717,11,False,RGI60-11.00828,0.745,2363,2812,2609,22.2,27,1200,8.5068,46.8507,0.8910065241883679,0.45399049973954675
RGI60-11.00829,2000-01-01_2020-01-01,253000.0,-0.7623,0.2497,11,False,RGI60-11.00829,0.253,2801,3064,2920,24.3,199,635,10.1495,46.8483,-0.9455185755993167,-0.32556815445715676
RGI60-11.00830,2000-01-01_2020-01-01,2210000.0,-1.1751,0.2333,11,False,RGI60-11.00830,2.21,2311,2788,2553,16.0,334,2031,8.53136,46.848,0.8987940462991668,-0.4383711467890778
RGI60-11.00831,2000-01-01_2020-01-01,71000.0,-0.1948,0.2332,11,False,RGI60-11.00831,0.071,2911,3056,2982,21.2,352,448,10.8228,46.8394,0.9902680687415703,-0.13917310096006588
RGI60-11.00832,2000-01-01_2020-01-01,295000.0,-0.5337,0.2279,11,False,RGI60-11.00832,0.295,2704,3074,2880,28.0,39,785,11.0835,46.8329,0.7771459614569709,0.6293203910498374
RGI60-11.00833,2000-01-01_2020-01-01,2047000.0,-1.0262,0.1786,11,False,RGI60-11.00833,2.047,2660,3112,2901,15.5,176,2060,10.0931,46.8393,-0.9975640502598242,0.06975647374412552
RGI60-11.00834,2000-01-01_2020-01-01,811000.0,-0.8787,0.2067,11,False,RGI60-11.00834,0.811,2896,3405,3075,20.4,330,1248,10.956,46.8341,0.8660254037844384,-0.5000000000000004
RGI60-11.00835,2000-01-01_2020-01-01,257000.0,-0.8678,0.3465,11,False,RGI60-11.00835,0.257,2461,2894,2668,32.1,322,792,8.89183,46.852,0.788010753606722,-0.6156614753256582
RGI60-11.00836,2000-01-01_2020-01-01,1026000.0,-0.9017,0.2367,11,False,RGI60-11.00836,1.026,2508,3338,3028,21.8,330,2545,11.0698,46.8264,0.8660254037844384,-0.5000000000000004
RGI60-11.00837,2000-01-01_2020-01-01,27000.0,-0.3663,0.5524,11,False,RGI60-11.00837,0.027,2549,2655,2630,29.8,46,158,8.51584,46.8519,0.6946583704589973,0.7193398003386512
RGI60-11.00838,2000-01-01_2020-01-01,51000.0,-0.9215,0.6259,11,False,RGI60-11.00838,0.051,2715,2849,2791,20.7,122,340,10.1251,46.8469,-0.5299192642332048,0.8480480961564261
RGI60-11.00839,2000-01-01_2020-01-01,95000.0,-0.703,0.3688,11,False,RGI60-11.00839,0.095,2975,3241,3150,27.5,353,507,10.9445,46.8345,0.9925461516413221,-0.12186934340514723
RGI60-11.00840,2000-01-01_2020-01-01,271000.0,-0.6195,0.2328,11,False,RGI60-11.00840,0.271,2852,3263,3011,24.9,274,723,11.0747,46.8311,0.06975647374412522,-0.9975640502598243
RGI60-11.00841,2000-01-01_2020-01-01,651000.0,-0.6966,0.2278,11,False,RGI60-11.00841,0.651,2530,3230,2725,26.9,21,1446,11.0914,46.8286,0.9335804264972017,0.35836794954530027
RGI60-11.00842,2000-01-01_2020-01-01,60000.0,-0.2779,0.2679,11,False,RGI60-11.00842,0.06,2787,2917,2867,23.4,227,313,10.1343,46.8461,-0.6819983600624986,-0.7313537016191705
RGI60-11.00843,2000-01-01_2020-01-01,2404000.0,-0.8031,0.1789,11,False,RGI60-11.00843,2.404,2475,3212,2887,14.4,82,3084,8.89117,46.8442,0.13917310096006547,0.9902680687415704
RGI60-11.00844,2000-01-01_2020-01-01,952000.0,-0.7489,0.1995,11,False,RGI60-11.00844,0.952,2820,3267,3088,17.2,357,1382,10.875,46.8291,0.9986295347545738,-0.05233595624294437
RGI60-11.00845,2000-01-01_2020-01-01,26000.0,-0.699,0.5687,11,False,RGI60-11.00845,0.026,3018,3112,3067,26.4,111,177,10.7097,46.8386,-0.35836794954530027,0.9335804264972017
RGI60-11.00846,2000-01-01_2020-01-01,7816000.0,-0.8181,0.1483,11,False,RGI60-11.00846,7.816,2437,3649,3153,16.3,305,4430,10.7512,46.8247,0.573576436351046,-0.8191520442889918
RGI60-11.00847,2000-01-01_2020-01-01,177000.0,-1.023,0.5081,11,False,RGI60-11.00847,0.177,2346,2831,2562,38.7,338,591,8.88357,46.8493,0.9271838545667873,-0.37460659341591235
RGI60-11.00848,2000-01-01_2020-01-01,822000.0,-1.1594,0.2646,11,False,RGI60-11.00848,0.822,2405,2991,2694,22.6,322,1928,10.0705,46.8414,0.788010753606722,-0.6156614753256582
RGI60-11.00849,2000-01-01_2020-01-01,11000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00849,0.011,2668,2757,2702,31.8,312,152,8.54918,46.8494,0.6691306063588578,-0.7431448254773946
RGI60-11.00850,2000-01-01_2020-01-01,152000.0,-0.6233,0.3252,11,False,RGI60-11.00850,0.152,2739,3097,2946,28.5,262,636,10.0801,46.8432,-0.13917310096006583,-0.9902680687415703
RGI60-11.00851,2000-01-01_2020-01-01,50000.0,-1.0946,0.6184,11,False,RGI60-11.00851,0.05,2515,2589,2536,15.3,69,255,9.05566,46.8488,0.3583679495453004,0.9335804264972017
RGI60-11.00852,2000-01-01_2020-01-01,970000.0,-0.7868,0.2179,11,False,RGI60-11.00852,0.97,2485,2825,2601,16.4,283,1205,8.4955,46.8423,0.22495105434386492,-0.9743700647852352
